Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,16,14,42,43,0,0.020578861236572266,2,1,0.028
1,north/g.13.45.graphml,13,13,0,62,4,79,41,0,0.0009860992431640625,2,0,0.006
2,north/g.10.11.graphml,10,10,0,30,0,40,15,0,3.981590270996094e-05,2,0,0.003
3,Rome-Lib/graficon11nodi/grafo233.11,11,18,0,30,24,72,75,0,0.0033829212188720703,2,1,0.005
4,Rome-Lib/graficon12nodi/grafo2240.12,12,16,0,24,22,62,67,0,0.000576019287109375,2,0,0.004
5,Rome-Lib/graficon11nodi/grafo324.11,11,13,0,26,22,61,68,0,0.013932943344116211,2,1,0.004
6,Rome-Lib/graficon11nodi/grafo1866.11,11,19,0,80,96,195,288,0,0.0070459842681884766,2,0,0.012
7,Rome-Lib/graficon12nodi/grafo604.12,12,12,0,16,8,36,28,0,0.0005438327789306641,2,0,0.003
8,Rome-Lib/graficon16nodi/grafo418.16,16,19,0,80,76,175,244,0,0.03040003776550293,2,1,0.011
9,Rome-Lib/graficon15nodi/grafo2806.15,15,18,0,54,54,126,164,0,1.1323459148406982,2,1,0.009
10,Rome-Lib/graficon11nodi/grafo2384.11,11,15,0,18,10,43,34,0,0.00261688232421875,2,0,0.003
11,Rome-Lib/graficon10nodi/grafo1010.10,10,12,0,34,28,74,91,0,0.024502038955688477,2,1,0.005
12,north/g.12.78.graphml,12,13,1,20,16,49,50,1,0.013595819473266602,2,1,0.003
13,Rome-Lib/graficon12nodi/grafo1843.12,12,14,1,24,26,64,81,2,0.003298044204711914,2,1,0.005
14,north/g.11.21.graphml,11,11,0,72,0,83,36,0,4.696846008300781e-05,2,0,0.006
15,north/g.12.49.graphml,12,14,0,26,20,60,63,0,0.0032138824462890625,2,0,0.004
16,north/g.14.31.graphml,14,17,0,28,16,61,54,0,0.015159845352172852,2,0,0.004
17,Rome-Lib/graficon11nodi/grafo1061.11,11,13,0,32,34,79,103,1,0.003531932830810547,2,0,0.005
18,Rome-Lib/graficon14nodi/grafo777.14,14,17,0,32,26,75,81,0,0.0031528472900390625,2,0,0.005
19,north/g.15.14.graphml,15,18,0,62,46,126,146,0,0.00495600700378418,2,0,0.008
20,Rome-Lib/graficon15nodi/grafo1971.15,15,19,0,76,94,189,284,1,0.0186920166015625,2,1,0.012
21,Rome-Lib/graficon11nodi/grafo1912.11,11,16,1,66,80,162,233,3,0.027458906173706055,2,1,0.01
22,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,74,86,179,252,0,0.018129825592041016,2,1,0.011
23,north/g.11.3.graphml,11,11,0,14,10,35,32,0,0.011626005172729492,2,1,0.003
24,Rome-Lib/graficon16nodi/grafo2241.16,16,17,0,68,112,197,326,5,0.04788708686828613,2,1,0.013
25,north/g.10.13.graphml,10,10,0,16,14,40,43,0,0.002125978469848633,2,0,0.003
26,Rome-Lib/graficon17nodi/grafo816.17,17,17,1,28,26,71,79,1,0.013535022735595703,2,1,0.005
27,Rome-Lib/graficon12nodi/grafo888.12,12,14,0,46,38,98,118,0,1.144388198852539,2,1,0.007
28,north/g.11.73.graphml,11,14,0,18,12,44,39,0,0.0025250911712646484,2,0,0.003
29,Rome-Lib/graficon10nodi/grafo2111.10,10,16,1,50,56,122,197,2,0.00538182258605957,2,1,0.009
30,Rome-Lib/graficon11nodi/grafo685.11,11,13,0,38,30,81,94,0,0.014308929443359375,2,1,0.005
31,Rome-Lib/graficon11nodi/grafo2433.11,11,13,0,16,14,43,43,0,0.0005578994750976562,2,0,0.003
32,Rome-Lib/graficon12nodi/grafo756.12,12,12,0,10,4,26,15,0,0.0004968643188476562,2,0,0.002
33,Rome-Lib/graficon16nodi/grafo366.16,16,17,0,48,44,109,134,0,0.0007951259613037109,2,0,0.007
34,Rome-Lib/graficon12nodi/grafo666.12,12,17,0,48,52,117,154,1,0.015982866287231445,2,1,0.008
35,Rome-Lib/graficon15nodi/grafo780.15,15,19,0,70,74,163,228,0,0.006463050842285156,2,1,0.011
36,north/g.15.11.graphml,15,19,0,34,14,67,52,0,0.003283977508544922,2,0,0.004
37,Rome-Lib/graficon15nodi/grafo965.15,15,17,0,46,40,103,123,1,0.0049631595611572266,2,1,0.007
38,Rome-Lib/graficon10nodi/grafo466.10,10,12,0,18,14,44,44,0,0.012359857559204102,2,1,0.003
39,Rome-Lib/graficon11nodi/grafo2964.11,11,19,0,36,22,77,73,0,0.0006849765777587891,2,0,0.005
40,north/g.14.16.graphml,14,14,0,60,40,114,130,0,0.005268096923828125,2,1,0.008
41,Rome-Lib/graficon11nodi/grafo2139.11,11,15,3,48,64,127,192,4,0.005732059478759766,2,1,0.009
42,Rome-Lib/graficon11nodi/grafo3097.11,11,14,0,20,14,48,45,0,0.0022759437561035156,2,0,0.003
43,north/g.12.121.graphml,12,15,9,40,74,129,259,9,0.021638154983520508,2,1,0.01
44,north/g.12.45.graphml,12,14,0,36,28,78,88,0,0.0006859302520751953,2,0,0.005
45,north/g.18.34.graphml,18,19,0,56,12,87,58,0,0.0044329166412353516,2,0,0.006
46,Rome-Lib/graficon14nodi/grafo285.14,14,18,1,62,70,150,218,1,0.027562856674194336,2,1,0.01
47,north/g.16.55.graphml,16,16,1,98,12,126,79,1,0.0070421695709228516,2,0,0.009
48,north/g.10.74.graphml,10,12,0,28,28,68,84,1,0.0031011104583740234,2,0,0.005
49,Rome-Lib/graficon13nodi/grafo530.13,13,14,0,44,44,102,134,0,0.003965139389038086,2,0,0.007
50,Rome-Lib/graficon20nodi/grafo755.20,20,28,0,122,124,274,375,2,0.04925894737243652,2,1,0.017
51,Rome-Lib/graficon17nodi/grafo1794.17,17,22,0,106,100,228,303,0,0.009266853332519531,2,1,0.014
52,north/g.14.38.graphml,14,26,6,72,104,202,296,6,0.007127046585083008,2,0,0.012
53,Rome-Lib/graficon14nodi/grafo1039.14,14,27,0,156,196,379,568,1,0.014312028884887695,2,1,0.023
54,Rome-Lib/graficon17nodi/grafo723.17,17,21,0,70,70,161,216,0,0.01856708526611328,2,1,0.094
55,Rome-Lib/graficon15nodi/grafo2169.15,15,24,0,130,144,298,429,1,0.011907100677490234,2,1,0.018
56,Rome-Lib/graficon15nodi/grafo2903.15,15,20,0,70,62,152,190,1,0.027477025985717773,2,1,0.01
57,Rome-Lib/graficon15nodi/grafo2225.15,15,23,0,54,52,129,157,0,0.016089200973510742,2,1,0.008
58,Rome-Lib/graficon16nodi/grafo2467.16,16,25,0,94,78,197,242,0,0.00763702392578125,2,1,0.012
59,Rome-Lib/graficon21nodi/grafo1049.21,21,29,0,78,66,173,204,0,0.030872106552124023,2,1,0.011
60,Rome-Lib/graficon13nodi/grafo443.13,13,20,0,68,80,168,234,2,0.008155107498168945,2,1,0.014
61,Rome-Lib/graficon14nodi/grafo1662.14,14,24,0,96,128,248,380,2,0.010142087936401367,2,1,0.016
62,Rome-Lib/graficon25nodi/grafo1203.25,25,29,0,100,66,195,215,0,0.008004903793334961,2,0,0.012
63,Rome-Lib/graficon15nodi/grafo2928.15,15,22,0,62,64,148,193,1,0.02581501007080078,2,1,0.009
64,Rome-Lib/graficon11nodi/grafo2136.11,11,25,0,78,84,187,249,2,0.0076541900634765625,2,1,0.012
65,Rome-Lib/graficon18nodi/grafo1864.18,18,22,0,68,66,156,199,0,0.006103992462158203,2,1,0.01
66,Rome-Lib/graficon15nodi/grafo2219.15,15,25,1,128,150,303,474,2,0.027920007705688477,2,1,0.02
67,Rome-Lib/graficon17nodi/grafo1046.17,17,29,0,162,172,363,511,1,0.059504032135009766,2,1,0.022
68,Rome-Lib/graficon11nodi/grafo1822.11,11,24,0,118,144,286,431,1,0.02561807632446289,2,1,0.018
69,north/g.19.12.graphml,19,23,1,80,44,147,158,1,0.006955862045288086,2,1,0.01
70,north/g.10.79.graphml,10,26,0,84,98,208,287,2,0.008272886276245117,2,1,0.013
71,Rome-Lib/graficon25nodi/grafo2977.25,25,29,1,96,74,199,237,1,0.017616987228393555,2,0,0.012
72,Rome-Lib/graficon23nodi/grafo1892.23,23,29,0,78,66,173,204,0,0.0010380744934082031,2,0,0.011
73,north/g.18.0.graphml,18,22,1,134,90,246,320,1,0.01207590103149414,2,1,0.016
74,Rome-Lib/graficon21nodi/grafo1762.21,21,25,1,180,280,485,851,5,0.04511213302612305,2,1,0.031
75,Rome-Lib/graficon20nodi/grafo2611.20,20,23,0,42,36,101,113,0,0.0041408538818359375,2,0,0.006
76,north/g.18.28.graphml,18,25,0,94,72,191,227,0,0.007158041000366211,2,0,0.012
77,Rome-Lib/graficon13nodi/grafo388.13,13,20,0,60,74,154,219,1,0.01619696617126465,2,1,0.01
78,Rome-Lib/graficon19nodi/grafo794.19,19,22,0,56,56,134,168,1,0.027019977569580078,2,1,0.009
79,north/g.10.91.graphml,10,25,0,96,60,181,198,0,0.007256984710693359,2,0,0.012
80,Rome-Lib/graficon12nodi/grafo1750.12,12,26,0,116,136,278,406,3,0.029004812240600586,2,1,0.019
81,Rome-Lib/graficon20nodi/grafo3052.20,20,25,0,116,140,281,417,2,0.0200650691986084,2,1,0.036
82,Rome-Lib/graficon17nodi/grafo971.17,17,25,0,120,142,287,415,0,0.02950906753540039,2,1,0.024
83,Rome-Lib/graficon15nodi/grafo2626.15,15,25,1,90,142,257,432,3,0.023103952407836914,2,1,0.017
84,Rome-Lib/graficon16nodi/grafo754.16,16,24,1,114,116,254,371,2,0.020034074783325195,2,1,0.034
85,Rome-Lib/graficon23nodi/grafo188.23,23,27,0,84,84,195,256,0,0.010576009750366211,2,1,0.018
86,north/g.21.40.graphml,21,26,0,76,42,144,143,0,0.007202863693237305,2,0,0.011
87,Rome-Lib/graficon20nodi/grafo875.20,20,29,0,76,42,147,143,0,0.0009720325469970703,2,0,0.009
88,Rome-Lib/graficon15nodi/grafo2574.15,15,25,0,76,68,169,214,1,0.006246089935302734,2,0,0.011
89,Rome-Lib/graficon15nodi/grafo2264.15,15,24,0,58,52,134,161,0,1.1420600414276123,2,1,0.009
90,Rome-Lib/graficon18nodi/grafo599.18,18,20,0,40,26,86,85,0,0.003551959991455078,2,0,0.006
91,Rome-Lib/graficon18nodi/grafo2553.18,18,20,0,60,56,136,174,0,0.005599021911621094,2,0,0.009
92,Rome-Lib/graficon17nodi/grafo2245.17,17,24,0,96,100,220,298,0,0.0011930465698242188,2,0,0.014
93,Rome-Lib/graficon17nodi/grafo293.17,17,23,0,136,110,269,343,0,0.011751890182495117,2,1,0.017
94,north/g.13.96.graphml,13,20,0,20,14,54,45,0,0.0005838871002197266,2,0,0.003
95,north/g.27.11.graphml,27,27,0,650,0,677,325,0,0.029633045196533203,2,0,0.051
96,north/g.22.27.graphml,22,23,0,86,38,147,138,0,0.0065038204193115234,2,0,0.009
97,Rome-Lib/graficon15nodi/grafo1695.15,15,20,0,50,44,114,135,0,0.0043849945068359375,2,0,0.007
98,Rome-Lib/graficon26nodi/grafo1397.26,26,29,0,174,138,341,432,0,0.015246868133544922,2,1,0.021
99,Rome-Lib/graficon25nodi/grafo2060.25,25,28,0,92,64,184,206,0,0.007141828536987305,2,0,0.012
100,Rome-Lib/graficon25nodi/grafo2201.25,25,32,0,194,238,464,692,1,0.017696857452392578,2,1,0.028
101,Rome-Lib/graficon20nodi/grafo1764.20,20,37,0,150,162,349,480,2,0.013756036758422852,2,1,0.021
102,Rome-Lib/graficon15nodi/grafo295.15,15,33,0,140,166,339,507,2,0.012536048889160156,2,1,0.021
103,Rome-Lib/graficon21nodi/grafo1863.21,21,35,0,216,224,475,668,4,0.057080984115600586,2,1,0.029
