Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,8,7,27,14,0,0.027292966842651367,2,1,0.047
1,north/g.13.45.graphml,13,13,0,31,2,46,4,0,0.001033782958984375,2,0,0.007
2,north/g.10.11.graphml,10,10,0,15,0,25,0,0,0.0027179718017578125,2,0,0.003
3,Rome-Lib/graficon11nodi/grafo233.11,11,18,0,15,12,45,24,0,0.0031609535217285156,2,0,0.006
4,Rome-Lib/graficon12nodi/grafo2240.12,12,16,0,12,11,39,22,0,0.014787912368774414,2,1,0.004
5,Rome-Lib/graficon11nodi/grafo324.11,11,13,0,13,11,37,22,0,0.0026018619537353516,2,0,0.004
6,Rome-Lib/graficon11nodi/grafo1866.11,11,19,0,40,48,107,104,0,0.019045114517211914,2,1,0.011
7,Rome-Lib/graficon12nodi/grafo604.12,12,12,0,8,4,24,8,0,0.002213001251220703,2,0,0.002
8,Rome-Lib/graficon16nodi/grafo418.16,16,19,0,40,38,97,90,0,0.022450923919677734,2,1,0.013
9,Rome-Lib/graficon15nodi/grafo2806.15,15,18,0,27,27,72,56,0,1.1240029335021973,2,1,0.008
10,Rome-Lib/graficon11nodi/grafo2384.11,11,15,0,9,5,29,10,0,0.0014181137084960938,2,0,0.002
11,Rome-Lib/graficon10nodi/grafo1010.10,10,12,0,17,14,43,32,0,0.011462926864624023,2,1,0.003
12,north/g.12.78.graphml,12,13,1,10,8,31,16,1,0.011175870895385742,2,1,0.002
13,Rome-Lib/graficon12nodi/grafo1843.12,12,14,1,12,13,39,30,2,0.003982067108154297,2,1,0.006
14,north/g.11.21.graphml,11,11,0,36,0,47,0,0,0.004124879837036133,2,0,0.006
15,north/g.12.49.graphml,12,14,0,13,10,37,20,0,0.0036618709564208984,2,0,0.005
16,north/g.14.31.graphml,14,17,0,14,8,39,16,0,0.0037298202514648438,2,0,0.004
17,Rome-Lib/graficon11nodi/grafo1061.11,11,13,0,16,17,46,36,1,0.0039520263671875,2,0,0.006
18,Rome-Lib/graficon14nodi/grafo777.14,14,17,0,16,13,46,26,0,1.1282501220703125,2,1,0.005
19,north/g.15.14.graphml,15,18,0,31,23,72,46,0,0.0030028820037841797,2,0,0.004
20,Rome-Lib/graficon15nodi/grafo1971.15,15,19,0,38,47,104,105,1,0.014365911483764648,2,1,0.006
21,Rome-Lib/graficon11nodi/grafo1912.11,11,16,1,33,40,89,80,3,0.014607906341552734,2,1,0.005
22,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,99,86,0,0.013203859329223633,2,1,0.005
23,north/g.11.3.graphml,11,11,0,7,5,23,10,0,0.0009260177612304688,2,0,0.001
24,Rome-Lib/graficon16nodi/grafo2241.16,16,17,0,34,56,107,124,5,0.026030778884887695,2,1,0.006
25,north/g.10.13.graphml,10,10,0,8,7,25,14,0,0.010440826416015625,2,1,0.001
26,Rome-Lib/graficon17nodi/grafo816.17,17,17,1,14,13,44,26,1,0.0015959739685058594,2,0,0.002
27,Rome-Lib/graficon12nodi/grafo888.12,12,14,0,23,19,56,38,0,0.012119054794311523,2,1,0.003
28,north/g.11.73.graphml,11,14,0,9,6,29,12,0,0.00023794174194335938,2,0,0.002
29,Rome-Lib/graficon10nodi/grafo2111.10,10,16,1,25,28,69,88,2,0.002546072006225586,2,1,0.005
30,Rome-Lib/graficon11nodi/grafo685.11,11,13,0,19,15,47,30,0,0.0016510486602783203,2,0,0.003
31,Rome-Lib/graficon11nodi/grafo2433.11,11,13,0,8,7,28,14,0,0.0019330978393554688,2,0,0.005
32,Rome-Lib/graficon12nodi/grafo756.12,12,12,0,5,2,19,4,0,0.002156972885131836,2,0,0.002
33,Rome-Lib/graficon16nodi/grafo366.16,16,17,0,24,22,63,44,0,0.0007259845733642578,2,0,0.004
34,Rome-Lib/graficon12nodi/grafo666.12,12,17,0,24,26,67,52,1,0.01450204849243164,2,1,0.004
35,Rome-Lib/graficon15nodi/grafo780.15,15,19,0,35,37,91,82,0,0.006933927536010742,2,0,0.012
36,north/g.15.11.graphml,15,19,0,17,7,43,14,0,0.013746023178100586,2,1,0.004
37,Rome-Lib/graficon15nodi/grafo965.15,15,17,0,23,20,60,40,1,0.005454063415527344,2,0,0.008
38,Rome-Lib/graficon10nodi/grafo466.10,10,12,0,9,7,28,14,0,0.0025370121002197266,2,0,0.004
39,Rome-Lib/graficon11nodi/grafo2964.11,11,19,0,18,11,48,22,0,0.015136957168579102,2,1,0.005
40,north/g.14.16.graphml,14,14,0,30,20,64,40,0,0.003984928131103516,2,0,0.006
41,Rome-Lib/graficon11nodi/grafo2139.11,11,15,3,24,32,71,72,4,0.004664897918701172,2,1,0.008
42,Rome-Lib/graficon11nodi/grafo3097.11,11,14,0,10,7,31,14,0,0.0021309852600097656,2,0,0.003
43,north/g.12.121.graphml,12,15,9,20,37,72,128,9,0.041043996810913086,2,1,0.011
44,north/g.12.45.graphml,12,14,0,18,14,46,28,0,0.014055967330932617,2,1,0.004
45,north/g.18.34.graphml,18,19,0,28,6,53,12,0,0.004316806793212891,2,1,0.005
46,Rome-Lib/graficon14nodi/grafo285.14,14,18,1,31,35,84,82,1,0.016451120376586914,2,1,0.008
47,north/g.16.55.graphml,16,16,1,49,6,71,12,1,0.004497051239013672,2,0,0.006
48,north/g.10.74.graphml,10,12,0,14,14,40,28,1,0.012207984924316406,2,1,0.003
49,Rome-Lib/graficon13nodi/grafo530.13,13,14,0,22,22,58,46,0,0.012222051620483398,2,1,0.004
50,Rome-Lib/graficon20nodi/grafo755.20,20,28,0,61,62,151,128,2,0.04208207130432129,2,1,0.008
51,Rome-Lib/graficon17nodi/grafo1794.17,17,22,0,53,50,125,100,0,0.004781007766723633,2,1,0.007
52,north/g.14.38.graphml,14,26,6,36,52,114,104,6,0.0035429000854492188,2,1,0.01
53,Rome-Lib/graficon14nodi/grafo1039.14,14,27,0,78,98,203,196,1,0.006258964538574219,2,1,0.011
54,Rome-Lib/graficon17nodi/grafo723.17,17,21,0,35,35,91,76,0,0.024742841720581055,2,1,0.005
