Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,8,7,15,20,0,0.002218961715698242,2,0,0.025
1,north/g.13.45.graphml,13,13,0,6,2,8,8,0,2.288818359375e-05,2,0,0.001
2,north/g.10.11.graphml,10,10,0,15,0,15,40,0,3.2901763916015625e-05,2,0,0.002
3,Rome-Lib/graficon11nodi/grafo233.11,11,18,0,15,12,27,36,0,6.604194641113281e-05,2,0,0.002
4,Rome-Lib/graficon12nodi/grafo2240.12,12,16,0,12,11,23,30,0,0.011216163635253906,2,1,0.002
5,Rome-Lib/graficon11nodi/grafo324.11,11,13,0,13,11,24,38,0,0.010126829147338867,2,1,0.002
6,Rome-Lib/graficon11nodi/grafo1866.11,11,19,0,40,48,88,228,0,0.02292609214782715,2,1,0.008
7,Rome-Lib/graficon12nodi/grafo604.12,12,12,0,8,4,12,12,0,0.000308990478515625,2,0,0.001
8,Rome-Lib/graficon16nodi/grafo418.16,16,19,0,35,34,69,178,0,0.011851072311401367,2,1,0.006
9,Rome-Lib/graficon15nodi/grafo2806.15,15,18,0,27,27,54,108,0,0.01058197021484375,2,1,0.004
10,Rome-Lib/graficon11nodi/grafo2384.11,11,15,0,9,5,14,14,0,3.0040740966796875e-05,2,0,0.001
11,Rome-Lib/graficon10nodi/grafo1010.10,10,12,0,17,14,31,60,0,0.0006241798400878906,2,0,0.002
12,north/g.12.78.graphml,12,13,1,10,8,18,25,1,0.0006659030914306641,2,0,0.001
13,Rome-Lib/graficon12nodi/grafo1843.12,12,14,1,12,13,25,45,2,0.0009009838104248047,2,0,0.002
14,north/g.11.21.graphml,11,11,0,0,0,0,0,0,8.678436279296875e-05,2,0,0.0
15,north/g.12.49.graphml,12,14,0,13,10,23,32,0,0.00960397720336914,2,1,0.002
16,north/g.14.31.graphml,14,17,0,10,6,16,16,0,0.00032401084899902344,2,0,0.001
17,Rome-Lib/graficon11nodi/grafo1061.11,11,13,0,16,17,33,56,1,0.009952068328857422,2,1,0.002
18,Rome-Lib/graficon14nodi/grafo777.14,14,17,0,12,11,23,30,0,0.009465932846069336,2,1,0.002
19,north/g.15.14.graphml,15,18,0,20,17,37,64,0,0.009776115417480469,2,1,0.003
20,Rome-Lib/graficon15nodi/grafo1971.15,15,19,0,38,47,85,209,1,0.011883974075317383,2,1,0.007
21,Rome-Lib/graficon11nodi/grafo1912.11,11,16,1,33,40,73,211,3,0.022728919982910156,2,1,0.007
22,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,80,182,0,0.011303901672363281,2,1,0.006
23,north/g.11.3.graphml,11,11,0,7,5,12,12,0,0.00041222572326660156,2,0,0.001
24,Rome-Lib/graficon16nodi/grafo2241.16,16,17,0,34,56,90,258,5,0.03638601303100586,2,1,0.008
25,north/g.10.13.graphml,10,10,0,8,7,15,24,0,2.7894973754882812e-05,2,0,0.001
26,Rome-Lib/graficon17nodi/grafo816.17,17,17,1,14,13,27,41,1,0.0006592273712158203,2,0,0.002
27,Rome-Lib/graficon12nodi/grafo888.12,12,14,0,23,19,42,84,0,0.010128021240234375,2,1,0.003
28,north/g.11.73.graphml,11,14,0,9,6,15,18,0,0.00931406021118164,2,1,0.001
29,Rome-Lib/graficon10nodi/grafo2111.10,10,16,1,25,28,53,147,2,0.011514902114868164,2,1,0.005
30,Rome-Lib/graficon11nodi/grafo685.11,11,13,0,19,15,34,60,0,0.009773969650268555,2,1,0.002
31,Rome-Lib/graficon11nodi/grafo2433.11,11,13,0,8,7,15,18,0,0.0005171298980712891,2,0,0.001
32,Rome-Lib/graficon12nodi/grafo756.12,12,12,0,5,2,7,4,0,2.09808349609375e-05,2,0,0.001
33,Rome-Lib/graficon16nodi/grafo366.16,16,17,0,24,22,46,100,0,1.131169080734253,2,1,0.004
34,Rome-Lib/graficon12nodi/grafo666.12,12,17,0,24,26,50,88,1,0.015158891677856445,2,1,0.004
35,Rome-Lib/graficon15nodi/grafo780.15,15,19,0,35,37,72,178,0,0.011806964874267578,2,1,0.006
36,north/g.15.11.graphml,15,19,0,11,7,18,20,0,3.600120544433594e-05,2,0,0.001
37,Rome-Lib/graficon15nodi/grafo965.15,15,17,0,21,19,40,84,1,0.010432004928588867,2,1,0.003
38,Rome-Lib/graficon10nodi/grafo466.10,10,12,0,8,7,15,18,0,0.009367227554321289,2,1,0.001
39,Rome-Lib/graficon11nodi/grafo2964.11,11,19,0,18,11,29,38,0,0.009594917297363281,2,1,0.002
40,north/g.14.16.graphml,14,14,0,21,12,33,76,0,0.010248899459838867,2,1,0.003
41,Rome-Lib/graficon11nodi/grafo2139.11,11,15,3,24,32,56,140,4,0.013689994812011719,2,1,0.005
42,Rome-Lib/graficon11nodi/grafo3097.11,11,14,0,10,7,17,20,0,0.0008349418640136719,2,0,0.001
43,north/g.12.121.graphml,12,15,9,20,37,57,192,12,0.0015189647674560547,2,1,0.006
44,north/g.12.45.graphml,12,14,0,18,14,32,56,0,0.0007710456848144531,2,0,0.002
45,north/g.18.34.graphml,18,19,0,19,5,24,52,0,0.009860992431640625,2,1,0.002
46,Rome-Lib/graficon14nodi/grafo285.14,14,18,1,31,35,66,155,1,0.011433124542236328,2,1,0.005
47,north/g.16.55.graphml,16,16,1,9,6,15,25,1,0.0004429817199707031,2,0,0.001
48,north/g.10.74.graphml,10,12,0,14,14,28,52,1,0.0006430149078369141,2,0,0.002
49,Rome-Lib/graficon13nodi/grafo530.13,13,14,0,22,22,44,84,0,0.010325193405151367,2,1,0.003
50,Rome-Lib/graficon20nodi/grafo755.20,20,28,0,61,62,123,304,2,0.035687923431396484,2,1,0.01
51,Rome-Lib/graficon17nodi/grafo1794.17,17,22,0,53,50,103,298,0,0.012951850891113281,2,1,0.01
52,north/g.14.38.graphml,14,26,6,36,52,88,200,6,0.011700868606567383,2,1,0.007
53,Rome-Lib/graficon14nodi/grafo1039.14,14,27,0,78,98,176,556,1,0.0157320499420166,2,1,0.017
54,Rome-Lib/graficon17nodi/grafo723.17,17,21,0,35,35,70,168,0,0.01149892807006836,2,1,0.006
55,Rome-Lib/graficon15nodi/grafo2169.15,15,24,0,65,72,137,384,1,0.025664091110229492,2,1,0.012
56,Rome-Lib/graficon15nodi/grafo2903.15,15,20,0,35,31,66,134,1,0.01075291633605957,2,1,0.005
57,Rome-Lib/graficon15nodi/grafo2225.15,15,23,0,27,26,53,88,0,0.010271072387695312,2,1,0.003
58,Rome-Lib/graficon16nodi/grafo2467.16,16,25,0,42,38,80,166,0,0.010979890823364258,2,1,0.006
59,Rome-Lib/graficon21nodi/grafo1049.21,21,29,0,39,33,72,118,0,0.01061105728149414,2,1,0.004
60,Rome-Lib/graficon13nodi/grafo443.13,13,20,0,34,40,74,146,2,0.016819000244140625,2,1,0.005
61,Rome-Lib/graficon14nodi/grafo1662.14,14,24,0,48,64,112,298,2,0.0291440486907959,2,1,0.01
62,Rome-Lib/graficon25nodi/grafo1203.25,25,29,0,42,31,73,142,0,0.011208057403564453,2,1,0.005
63,Rome-Lib/graficon15nodi/grafo2928.15,15,22,0,31,32,63,130,1,0.016350984573364258,2,1,0.005
64,Rome-Lib/graficon11nodi/grafo2136.11,11,25,0,39,42,81,164,2,0.01928091049194336,2,1,0.006
65,Rome-Lib/graficon18nodi/grafo1864.18,18,22,0,31,30,61,118,0,0.010516881942749023,2,1,0.004
66,Rome-Lib/graficon15nodi/grafo2219.15,15,25,1,64,75,139,406,2,0.02471184730529785,2,1,0.013
67,Rome-Lib/graficon17nodi/grafo1046.17,17,29,0,81,86,167,496,1,0.030548095703125,2,1,0.016
68,Rome-Lib/graficon11nodi/grafo1822.11,11,24,0,59,72,131,356,1,0.023859024047851562,2,1,0.011
69,north/g.19.12.graphml,19,23,1,21,19,40,71,1,0.010712862014770508,2,1,0.003
70,north/g.10.79.graphml,10,26,0,42,49,91,184,2,0.018537044525146484,2,1,0.006
71,Rome-Lib/graficon25nodi/grafo2977.25,25,29,1,34,32,66,125,1,0.012151002883911133,2,1,0.005
72,Rome-Lib/graficon23nodi/grafo1892.23,23,29,0,39,33,72,142,0,0.011780023574829102,2,1,0.005
73,north/g.18.0.graphml,18,22,1,21,21,42,111,2,0.0014519691467285156,2,0,0.004
74,Rome-Lib/graficon21nodi/grafo1762.21,21,25,1,90,140,230,874,6,0.0581820011138916,2,1,0.088
75,Rome-Lib/graficon20nodi/grafo2611.20,20,23,0,21,18,39,58,0,0.011831998825073242,2,1,0.003
76,north/g.18.28.graphml,18,25,0,35,28,63,126,0,0.010753154754638672,2,1,0.005
77,Rome-Lib/graficon13nodi/grafo388.13,13,20,0,30,37,67,142,1,0.010940074920654297,2,1,0.005
