Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,8,7,15,18,0,0.003286123275756836,2,0,0.05
1,north/g.13.45.graphml,13,13,0,31,2,33,118,0,9.799003601074219e-05,2,0,0.005
2,north/g.10.11.graphml,10,10,0,15,0,15,40,0,8.893013000488281e-05,2,0,0.002
3,Rome-Lib/graficon11nodi/grafo233.11,11,18,0,15,12,27,36,0,6.794929504394531e-05,2,0,0.002
4,Rome-Lib/graficon12nodi/grafo2240.12,12,16,0,12,11,23,28,0,0.011856794357299805,2,1,0.002
5,Rome-Lib/graficon11nodi/grafo324.11,11,13,0,13,11,24,34,0,0.012787103652954102,2,1,0.003
6,Rome-Lib/graficon11nodi/grafo1866.11,11,19,0,40,48,88,196,0,0.015169143676757812,2,1,0.011
7,Rome-Lib/graficon12nodi/grafo604.12,12,12,0,8,4,12,12,0,0.0005958080291748047,2,0,0.001
8,Rome-Lib/graficon16nodi/grafo418.16,16,19,0,40,38,78,188,0,0.015028953552246094,2,1,0.013
9,Rome-Lib/graficon15nodi/grafo2806.15,15,18,0,27,27,54,102,0,0.012818098068237305,2,1,0.007
10,Rome-Lib/graficon11nodi/grafo2384.11,11,15,0,9,5,14,14,0,5.0067901611328125e-05,2,0,0.002
11,Rome-Lib/graficon10nodi/grafo1010.10,10,12,0,17,14,31,56,0,0.0012888908386230469,2,0,0.004
12,north/g.12.78.graphml,12,13,1,10,8,18,22,1,0.011713027954101562,2,1,0.002
13,Rome-Lib/graficon12nodi/grafo1843.12,12,14,1,12,13,25,36,2,0.013807058334350586,2,1,0.002
14,north/g.11.21.graphml,11,11,0,36,0,36,168,0,8.20159912109375e-05,2,0,0.006
15,north/g.12.49.graphml,12,14,0,13,10,23,32,0,0.010278940200805664,2,1,0.002
16,north/g.14.31.graphml,14,17,0,14,8,22,24,0,0.0009469985961914062,2,0,0.003
17,Rome-Lib/graficon11nodi/grafo1061.11,11,13,0,16,17,33,52,1,0.017359018325805664,2,1,0.004
18,Rome-Lib/graficon14nodi/grafo777.14,14,17,0,16,13,29,40,0,0.010313987731933594,2,1,0.002
19,north/g.15.14.graphml,15,18,0,31,23,54,126,0,0.011048078536987305,2,1,0.004
20,Rome-Lib/graficon15nodi/grafo1971.15,15,19,0,38,47,85,192,1,0.04327702522277832,2,1,0.013
21,Rome-Lib/graficon11nodi/grafo1912.11,11,16,1,33,40,73,194,3,0.029797077178955078,2,1,0.009
22,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,37,43,80,174,0,0.016221046447753906,2,1,0.014
23,north/g.11.3.graphml,11,11,0,7,5,12,12,0,0.001116037368774414,2,0,0.002
24,Rome-Lib/graficon16nodi/grafo2241.16,16,17,0,34,56,90,204,5,0.04557394981384277,2,1,0.011
25,north/g.10.13.graphml,10,10,0,8,7,15,22,0,0.0008549690246582031,2,0,0.001
26,Rome-Lib/graficon17nodi/grafo816.17,17,17,1,14,13,27,38,1,0.021394014358520508,2,1,0.002
27,Rome-Lib/graficon12nodi/grafo888.12,12,14,0,23,19,42,80,0,0.010732173919677734,2,1,0.003
28,north/g.11.73.graphml,11,14,0,9,6,15,16,0,0.009857177734375,2,1,0.001
29,Rome-Lib/graficon10nodi/grafo2111.10,10,16,1,25,28,53,106,2,0.024669170379638672,2,1,0.004
30,Rome-Lib/graficon11nodi/grafo685.11,11,13,0,19,15,34,60,0,0.010577917098999023,2,1,0.002
31,Rome-Lib/graficon11nodi/grafo2433.11,11,13,0,8,7,15,18,0,0.0008199214935302734,2,0,0.001
32,Rome-Lib/graficon12nodi/grafo756.12,12,12,0,5,2,7,4,0,2.8133392333984375e-05,2,0,0.001
33,Rome-Lib/graficon16nodi/grafo366.16,16,17,0,24,22,46,90,0,0.013483047485351562,2,1,0.006
34,Rome-Lib/graficon12nodi/grafo666.12,12,17,0,24,26,50,88,1,0.019073009490966797,2,1,0.005
35,Rome-Lib/graficon15nodi/grafo780.15,15,19,0,35,37,72,156,0,0.013048887252807617,2,1,0.007
36,north/g.15.11.graphml,15,19,0,17,7,24,28,0,4.8160552978515625e-05,2,0,0.001
37,Rome-Lib/graficon15nodi/grafo965.15,15,17,0,23,20,43,84,1,0.02115917205810547,2,1,0.007
38,Rome-Lib/graficon10nodi/grafo466.10,10,12,0,9,7,16,18,0,0.01122593879699707,2,1,0.002
39,Rome-Lib/graficon11nodi/grafo2964.11,11,19,0,18,11,29,38,0,0.011561155319213867,2,1,0.003
40,north/g.14.16.graphml,14,14,0,30,20,50,120,0,0.012346982955932617,2,1,0.006
41,Rome-Lib/graficon11nodi/grafo2139.11,11,15,3,24,32,56,114,4,0.021249055862426758,2,1,0.006
42,Rome-Lib/graficon11nodi/grafo3097.11,11,14,0,10,7,17,20,0,0.0010809898376464844,2,0,0.001
43,north/g.12.121.graphml,12,15,9,20,37,57,104,9,0.02884197235107422,2,1,0.004
44,north/g.12.45.graphml,12,14,0,18,14,32,56,0,0.0010950565338134766,2,0,0.002
45,north/g.18.34.graphml,18,19,0,28,6,34,90,0,0.0009570121765136719,2,0,0.003
46,Rome-Lib/graficon14nodi/grafo285.14,14,18,1,31,35,66,134,1,0.016993999481201172,2,1,0.004
47,north/g.16.55.graphml,16,16,1,49,6,55,254,1,0.014574050903320312,2,1,0.007
48,north/g.10.74.graphml,10,12,0,14,14,28,50,1,0.011703968048095703,2,1,0.002
49,Rome-Lib/graficon13nodi/grafo530.13,13,14,0,22,22,44,80,0,0.022803783416748047,2,1,0.007
50,Rome-Lib/graficon20nodi/grafo755.20,20,28,0,61,62,123,294,2,0.029892921447753906,2,1,0.016
51,Rome-Lib/graficon17nodi/grafo1794.17,17,22,0,53,50,103,284,0,0.01317906379699707,2,1,0.011
52,north/g.14.38.graphml,14,26,6,36,52,88,174,6,0.018519878387451172,2,1,0.006
53,Rome-Lib/graficon14nodi/grafo1039.14,14,27,0,78,98,176,522,1,0.030106067657470703,2,1,0.016
54,Rome-Lib/graficon17nodi/grafo723.17,17,21,0,35,35,70,152,0,0.015039920806884766,2,1,0.011
55,Rome-Lib/graficon15nodi/grafo2169.15,15,24,0,65,72,137,366,1,0.038680076599121094,2,1,0.02
56,Rome-Lib/graficon15nodi/grafo2903.15,15,20,0,35,31,66,132,1,0.01848602294921875,2,1,0.006
57,Rome-Lib/graficon15nodi/grafo2225.15,15,23,0,27,26,53,86,0,0.010854959487915039,2,1,0.003
58,Rome-Lib/graficon16nodi/grafo2467.16,16,25,0,47,39,86,186,0,0.01179814338684082,2,1,0.006
59,Rome-Lib/graficon21nodi/grafo1049.21,21,29,0,39,33,72,116,0,0.011196136474609375,2,1,0.004
60,Rome-Lib/graficon13nodi/grafo443.13,13,20,0,34,40,74,142,2,0.019018173217773438,2,1,0.005
61,Rome-Lib/graficon14nodi/grafo1662.14,14,24,0,48,64,112,250,2,0.021914005279541016,2,1,0.008
62,Rome-Lib/graficon25nodi/grafo1203.25,25,29,0,50,33,83,168,0,0.015933990478515625,2,1,0.012
63,Rome-Lib/graficon15nodi/grafo2928.15,15,22,0,31,32,63,122,1,0.02701592445373535,2,1,0.007
64,Rome-Lib/graficon11nodi/grafo2136.11,11,25,0,39,42,81,160,2,0.02232503890991211,2,1,0.007
65,Rome-Lib/graficon18nodi/grafo1864.18,18,22,0,34,33,67,122,0,0.011327981948852539,2,1,0.005
66,Rome-Lib/graficon15nodi/grafo2219.15,15,25,1,64,75,139,350,2,0.02497386932373047,2,1,0.011
67,Rome-Lib/graficon17nodi/grafo1046.17,17,29,0,81,86,167,480,1,0.038655996322631836,2,1,0.014
68,Rome-Lib/graficon11nodi/grafo1822.11,11,24,0,59,72,131,324,1,0.04484200477600098,2,1,0.01
69,north/g.19.12.graphml,19,23,1,40,22,62,122,1,0.012499809265136719,2,1,0.004
70,north/g.10.79.graphml,10,26,0,42,49,91,182,2,0.019516944885253906,2,1,0.006
71,Rome-Lib/graficon25nodi/grafo2977.25,25,29,1,48,37,85,178,1,0.018456220626831055,2,1,0.006
72,Rome-Lib/graficon23nodi/grafo1892.23,23,29,0,39,33,72,138,0,0.012695074081420898,2,1,0.005
73,north/g.18.0.graphml,18,22,1,67,45,112,372,1,0.022243976593017578,2,1,0.011
74,Rome-Lib/graficon21nodi/grafo1762.21,21,25,1,90,140,230,730,5,0.053933143615722656,2,1,0.022
75,Rome-Lib/graficon20nodi/grafo2611.20,20,23,0,21,18,39,56,0,0.012514114379882812,2,1,0.002
76,north/g.18.28.graphml,18,25,0,47,36,83,186,0,0.012508869171142578,2,1,0.006
77,Rome-Lib/graficon13nodi/grafo388.13,13,20,0,30,37,67,124,1,0.020617008209228516,2,1,0.004
78,Rome-Lib/graficon19nodi/grafo794.19,19,22,0,28,28,56,100,1,0.01641106605529785,2,1,0.004
79,north/g.10.91.graphml,10,25,0,48,30,78,202,0,7.700920104980469e-05,2,0,0.006
80,Rome-Lib/graficon12nodi/grafo1750.12,12,26,0,58,68,126,294,3,0.02763986587524414,2,1,0.009
81,Rome-Lib/graficon20nodi/grafo3052.20,20,25,0,58,70,128,308,2,0.023926973342895508,2,1,0.01
82,Rome-Lib/graficon17nodi/grafo971.17,17,25,0,60,71,131,344,0,0.01387786865234375,2,1,0.011
83,Rome-Lib/graficon15nodi/grafo2626.15,15,25,1,45,71,116,240,3,0.028259992599487305,2,1,0.008
84,Rome-Lib/graficon16nodi/grafo754.16,16,24,1,57,58,115,306,2,0.021292924880981445,2,1,0.009
85,Rome-Lib/graficon23nodi/grafo188.23,23,27,0,42,42,84,174,0,0.012151956558227539,2,1,0.006
86,north/g.21.40.graphml,21,26,0,38,21,59,108,0,0.00249481201171875,2,0,0.004
87,Rome-Lib/graficon20nodi/grafo875.20,20,29,0,38,21,59,96,0,0.0010178089141845703,2,0,0.003
88,Rome-Lib/graficon15nodi/grafo2574.15,15,25,0,38,34,72,140,1,0.016495943069458008,2,1,0.005
89,Rome-Lib/graficon15nodi/grafo2264.15,15,24,0,29,26,55,88,0,0.011144876480102539,2,1,0.003
90,Rome-Lib/graficon18nodi/grafo599.18,18,20,0,20,13,33,52,0,0.0011620521545410156,2,0,0.002
91,Rome-Lib/graficon18nodi/grafo2553.18,18,20,0,30,28,58,106,0,0.010963916778564453,2,1,0.004
92,Rome-Lib/graficon17nodi/grafo2245.17,17,24,0,48,50,98,222,0,0.012471914291381836,2,1,0.007
93,Rome-Lib/graficon17nodi/grafo293.17,17,23,0,68,55,123,392,0,0.014166116714477539,2,1,0.012
94,north/g.13.96.graphml,13,20,0,10,7,17,18,0,0.010023117065429688,2,1,0.001
95,north/g.27.11.graphml,27,27,0,325,0,325,5200,0,0.0009200572967529297,2,0,0.257
96,north/g.22.27.graphml,22,23,0,43,19,62,140,0,0.012269020080566406,2,1,0.005
97,Rome-Lib/graficon15nodi/grafo1695.15,15,20,0,25,22,47,82,0,0.010807991027832031,2,1,0.003
98,Rome-Lib/graficon26nodi/grafo1397.26,26,29,0,87,69,156,536,0,0.02427387237548828,2,1,0.016
99,Rome-Lib/graficon25nodi/grafo2060.25,25,28,0,46,32,78,150,0,0.011719942092895508,2,1,0.005
100,Rome-Lib/graficon25nodi/grafo2201.25,25,32,0,97,119,216,640,1,0.03599691390991211,2,1,0.019
101,Rome-Lib/graficon20nodi/grafo1764.20,20,37,0,75,81,156,360,2,0.03420615196228027,2,1,0.011
102,Rome-Lib/graficon15nodi/grafo295.15,15,33,0,70,83,153,354,2,0.027313947677612305,2,1,0.011
103,Rome-Lib/graficon21nodi/grafo1863.21,21,35,0,108,112,220,648,4,0.05312991142272949,2,1,0.02
104,Rome-Lib/graficon15nodi/grafo2414.15,15,30,1,95,115,210,684,5,0.04093194007873535,2,1,0.02
105,Rome-Lib/graficon20nodi/grafo873.20,20,31,0,104,121,225,744,2,0.04449605941772461,2,1,0.022
106,Rome-Lib/graficon19nodi/grafo1011.19,19,36,0,92,79,171,482,0,0.014786005020141602,2,1,0.015
107,Rome-Lib/graficon25nodi/grafo2837.25,25,32,0,66,69,135,322,0,0.02321314811706543,2,1,0.01
108,Rome-Lib/graficon20nodi/grafo1673.20,20,32,0,45,37,82,150,0,0.011613845825195312,2,1,0.005
109,Rome-Lib/graficon20nodi/grafo1733.20,20,30,0,100,126,226,702,3,0.049263954162597656,2,1,0.021
110,north/g.14.27.graphml,14,37,0,97,122,219,592,6,0.08636307716369629,2,1,0.018
111,north/g.23.100.graphml,23,34,0,83,109,192,534,3,0.05640888214111328,2,1,0.033
112,Rome-Lib/graficon25nodi/grafo1338.25,25,34,0,92,93,185,486,0,0.020177125930786133,2,1,0.028
113,Rome-Lib/graficon21nodi/grafo2814.21,21,32,0,32,29,61,86,0,0.013708114624023438,2,1,0.007
114,Rome-Lib/graficon20nodi/grafo121.20,20,34,0,79,67,146,390,1,0.036314964294433594,2,1,0.025
115,Rome-Lib/graficon26nodi/grafo2992.26,26,34,0,91,91,182,502,1,0.04804682731628418,2,1,0.031
116,north/g.30.20.graphml,30,38,0,59,75,134,282,5,0.06721091270446777,2,1,0.018
117,Rome-Lib/graficon24nodi/grafo2185.24,24,32,0,87,100,187,568,0,0.02193903923034668,2,1,0.035
118,north/g.28.9.graphml,28,35,0,80,19,99,344,0,0.005692005157470703,2,0,0.02
119,Rome-Lib/graficon21nodi/grafo1645.21,21,30,0,85,78,163,508,0,0.017727136611938477,2,1,0.026
120,north/g.13.78.graphml,13,30,0,45,46,91,164,0,0.015179872512817383,2,1,0.012
121,Rome-Lib/graficon28nodi/grafo1646.28,28,37,0,66,72,138,282,2,0.04559206962585449,2,1,0.018
122,north/g.22.66.graphml,22,31,0,75,81,156,416,1,0.041198015213012695,2,1,0.026
123,Rome-Lib/graficon21nodi/grafo2637.21,21,39,0,54,59,113,192,2,0.030356168746948242,2,1,0.014
124,Rome-Lib/graficon26nodi/grafo2696.26,26,32,3,132,158,290,1138,7,0.07580280303955078,2,1,0.057
125,Rome-Lib/graficon25nodi/grafo1959.25,25,39,0,108,108,216,696,0,0.02709507942199707,2,1,0.021
126,north/g.21.9.graphml,21,39,0,55,54,109,220,0,0.013090133666992188,2,1,0.007
